dateoftest,elapsed,label
[26/Jul/2013:14:10:22,2750558,/rumba/login?ticket=ST-3636-xOkD1yfIovl27hL1XEfP-pearson-intl.com,302
[26/Jul/2013:14:10:20,6004491,/,200
[26/Jul/2013:14:10:23,2750288,/rumba/login?ticket=ST-3642-afJr63rdDDsj4ZlXdKLx-pearson-intl.com,302
[26/Jul/2013:14:10:19,7974611,/,200
[26/Jul/2013:14:10:24,2395113,/rumba/login,302
[26/Jul/2013:14:10:23,3988271,/rumba/login?ticket=ST-3640-yNfSxGZZX7mqzv5xUW0t-pearson-intl.com,302
[26/Jul/2013:14:10:25,2004674,/rumba/login,302
[26/Jul/2013:14:10:23,4453271,/rumba/login?ticket=ST-3639-7M5i61zuCm427dcN7IJc-pearson-intl.com,302
[26/Jul/2013:14:10:22,5803076,/,200
[26/Jul/2013:14:10:22,5237759,/,200
[26/Jul/2013:14:10:22,5858684,/,200
[26/Jul/2013:14:10:25,2946029,/rumba/login,302
[26/Jul/2013:14:10:19,8469706,/,200
[26/Jul/2013:14:10:20,8150742,/settings/,200
[26/Jul/2013:14:10:18,10223773,/,200
[26/Jul/2013:14:10:21,7527615,/rumba/login?ticket=ST-3635-6aFkvjWc14oz0UgxWvWM-pearson-intl.com,302
[26/Jul/2013:14:10:26,3397732,/rumba/login?ticket=ST-3648-qsRzfon1cpOzZrhOFwU6-pearson-intl.com,302
[26/Jul/2013:14:10:23,7189109,/rumba/login?ticket=ST-3638-yeCXjwuSWaXTJpxxAbee-pearson-intl.com,302
[26/Jul/2013:14:10:27,2953459,/rumba/login,302
[26/Jul/2013:14:10:26,3731078,/settings/,200
[26/Jul/2013:14:10:28,2459429,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:10:28,2359549,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:25,5070529,/rumba/login?ticket=ST-3646-mCvWplfqTB1mfmuoNUup-pearson-intl.com,302
[26/Jul/2013:14:10:31,1174282,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:29,3160289,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:27,5050725,/,200
[26/Jul/2013:14:10:29,3414448,/app.php/assignments/course/387/activity/425/new,200
[26/Jul/2013:14:10:25,7607569,/,200
[26/Jul/2013:14:10:30,3131470,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:27,6401374,/,200
[26/Jul/2013:14:10:26,7584329,/,200
[26/Jul/2013:14:10:23,11731492,/,200
[26/Jul/2013:14:10:28,7424028,/,200
[26/Jul/2013:14:10:28,7506784,/app.php/assignments/course/388/activity/425/new,200
[26/Jul/2013:14:10:28,7469472,/,200
[26/Jul/2013:14:10:30,5512795,/,200
[26/Jul/2013:14:10:26,9477368,/,200
[26/Jul/2013:14:10:32,4205212,/rumba/login?ticket=ST-3652-XWM2ypFtGlwBJjzpT6WG-pearson-intl.com,302
[26/Jul/2013:14:10:24,12397944,/,200
[26/Jul/2013:14:10:33,3931445,/settings/,200
[26/Jul/2013:14:10:29,7813675,/settings/,200
[26/Jul/2013:14:10:36,745576,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:28,9638950,/,200
[26/Jul/2013:14:10:33,3853276,/settings/,200
[26/Jul/2013:14:10:37,850516,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:35,3264671,/settings/,200
[26/Jul/2013:14:10:36,3093658,/rumba/login?ticket=ST-3654-IgcW1XgCffyO0Yeu7JoX-pearson-intl.com,302
[26/Jul/2013:14:10:35,4081745,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:10:37,1706911,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:30,8828138,/,200
[26/Jul/2013:14:10:33,5851723,/,200
[26/Jul/2013:14:10:28,11754708,/,200
[26/Jul/2013:14:10:34,6167797,/,200
[26/Jul/2013:14:10:36,3633920,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:10:37,3918752,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:10:30,11043671,/,200
[26/Jul/2013:14:10:38,3312373,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:10:29,13035643,/,200
[26/Jul/2013:14:10:40,2419520,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:35,7906753,/settings/,200
[26/Jul/2013:14:10:30,12767509,/,200
[26/Jul/2013:14:10:37,6240738,/settings/,200
[26/Jul/2013:14:10:40,3764538,/settings/,200
[26/Jul/2013:14:10:37,6959171,/,200
[26/Jul/2013:14:10:40,3420289,/settings/,200
[26/Jul/2013:14:10:41,2502821,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:39,4991514,/,200
[26/Jul/2013:14:10:40,3938432,/,200
[26/Jul/2013:14:10:35,9370622,/,200
[26/Jul/2013:14:10:32,12424046,/,200
[26/Jul/2013:14:10:41,3663791,/,200
[26/Jul/2013:14:10:39,5314267,/,200
[26/Jul/2013:14:10:40,4346744,/,200
[26/Jul/2013:14:10:33,11481166,/,200
[26/Jul/2013:14:10:34,10995358,/,200
[26/Jul/2013:14:10:37,7781031,/,200
[26/Jul/2013:14:10:41,4200920,/,200
[26/Jul/2013:14:10:39,6103318,/,200
[26/Jul/2013:14:10:29,16568369,/,200
[26/Jul/2013:14:10:49,723884,/activities/3016/0/solve,200
[26/Jul/2013:14:10:50,416210,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:10:50,293085,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:50,810675,/activities/3017/0/solve,200
[26/Jul/2013:14:10:50,302459,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:50,620442,/settings/,200
[26/Jul/2013:14:10:51,800466,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:51,818640,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:10:51,755207,/rumba/login,405
[26/Jul/2013:14:10:51,496000,/,302
[26/Jul/2013:14:10:51,488771,/,302
[26/Jul/2013:14:10:51,770063,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:51,1626809,/activities/3018/0/solve,200
[26/Jul/2013:14:10:51,1398816,/activities/3020/0/solve,200
[26/Jul/2013:14:10:52,514899,/rumba/login,302
[26/Jul/2013:14:10:51,1786672,/activities/3022/0/solve,200
[26/Jul/2013:14:10:52,691513,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:10:52,769521,/rumba/login,302
[26/Jul/2013:14:10:52,858152,/,302
[26/Jul/2013:14:10:51,2293400,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:10:52,866304,/,302
[26/Jul/2013:14:10:53,1410398,/,302
[26/Jul/2013:14:10:54,1302252,/,302
[26/Jul/2013:14:10:54,1083013,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:10:53,1521246,/rumba/login,302
[26/Jul/2013:14:10:53,1829859,/,302
[26/Jul/2013:14:10:53,1893216,/,302
[26/Jul/2013:14:10:54,1525364,/rumba/login,302
[26/Jul/2013:14:10:54,1447079,/rumba/login,302
[26/Jul/2013:14:10:52,3501971,/activities/3819/new,302
[26/Jul/2013:14:10:54,2185888,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:53,2705431,/rumba/login,302
[26/Jul/2013:14:10:54,2240415,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:53,2767889,/rumba/login,302
[26/Jul/2013:14:10:54,2789444,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:10:56,1278059,/rumba/login,302
[26/Jul/2013:14:10:54,3394742,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:56,2189817,/rumba/login,302
[26/Jul/2013:14:10:57,2065106,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:10:57,2054514,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:10:54,4989837,/rumba/login?ticket=ST-3658-DsRiaS66ubu7qoEnCr3A-pearson-intl.com,302
[26/Jul/2013:14:10:54,5623297,/rumba/login?ticket=ST-3656-aaVsZ6QlOVzXAPHooqf6-pearson-intl.com,302
[26/Jul/2013:14:10:54,5303801,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:10:54,5359397,/rumba/login?ticket=ST-3659-gXtxljmy6oEQM0qOCub2-pearson-intl.com,302
[26/Jul/2013:14:10:54,5332636,/rumba/login?ticket=ST-3662-GiACybAfkooxXHRS2rIa-pearson-intl.com,302
[26/Jul/2013:14:10:54,5713867,/rumba/login?ticket=ST-3661-bNb2wZrOntt3TQKfbbvd-pearson-intl.com,302
[26/Jul/2013:14:10:56,3884245,/activities/3818/new,302
[26/Jul/2013:14:10:56,4747632,/app.php/courses/content/388,200
[26/Jul/2013:14:10:58,2178574,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:10:55,5963153,/rumba/login?ticket=ST-3664-t9Ssr9f0azb1SZh4rw3r-pearson-intl.com,302
[26/Jul/2013:14:10:54,7332896,/activities/3024/0/solve,200
[26/Jul/2013:14:10:54,7420405,/activities/3025/0/solve,200
[26/Jul/2013:14:10:56,5095478,/rumba/login?ticket=ST-3665-fLVfHHgKVMNlXT7eOwCK-pearson-intl.com,302
[26/Jul/2013:14:10:55,6765746,/settings/,200
[26/Jul/2013:14:10:56,5797697,/rumba/login?ticket=ST-3667-vzvE3f4lZdjcAMcbdxIm-pearson-intl.com,302
[26/Jul/2013:14:10:56,5809704,/rumba/login?ticket=ST-3668-bQW4OWYLGyyDi9QkpMCj-pearson-intl.com,302
[26/Jul/2013:14:10:55,7258149,/settings/,200
[26/Jul/2013:14:10:55,7676451,/activities/3027/0/solve,200
[26/Jul/2013:14:10:59,4246603,/settings/,200
[26/Jul/2013:14:10:59,4848663,/rumba/login?ticket=ST-3670-u6RdVExJfgyfr5H2FgBQ-pearson-intl.com,302
[26/Jul/2013:14:10:59,4337733,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:10:55,8538564,/,200
[26/Jul/2013:14:11:01,2731496,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:00,3933699,/activities/3814/new,302
[26/Jul/2013:14:11:01,3735231,/activities/3816/new,302
[26/Jul/2013:14:10:57,7347978,/,200
[26/Jul/2013:14:10:59,5074051,/rumba/login?ticket=ST-3672-LcSd0HYtkPaAIKLn4tt3-pearson-intl.com,302
[26/Jul/2013:14:10:59,6153387,/settings/,200
[26/Jul/2013:14:11:03,3007549,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:00,6419997,/activities/3795/new,302
[26/Jul/2013:14:11:00,6817146,/settings/,200
[26/Jul/2013:14:10:56,10871098,/,200
[26/Jul/2013:14:11:02,4970593,/settings/,200
[26/Jul/2013:14:10:59,8010909,/app.php/assignments/course/391/activity/425/new,200
[26/Jul/2013:14:11:01,6566680,/activities/3793/new,302
[26/Jul/2013:14:11:01,6893569,/rumba/login?ticket=ST-3673-lJaMVNGbVNNCweqcjh0k-pearson-intl.com,302
[26/Jul/2013:14:11:02,6936004,/settings/,200
[26/Jul/2013:14:11:07,2761304,/logout_user,302
[26/Jul/2013:14:11:05,4981846,/activities/3034/0/solve,200
[26/Jul/2013:14:11:04,5799777,/,200
[26/Jul/2013:14:11:02,8145414,/settings/,200
[26/Jul/2013:14:11:00,9658259,/activities/3029/0/solve,200
[26/Jul/2013:14:11:03,6952681,/,200
[26/Jul/2013:14:11:07,3399999,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:04,6385589,/,200
[26/Jul/2013:14:11:07,3620336,/,200
[26/Jul/2013:14:11:06,5169329,/,200
[26/Jul/2013:14:11:08,2883814,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:05,6881456,/activities/3035/0/solve,200
[26/Jul/2013:14:11:05,6436152,/activities/3036/0/solve,200
[26/Jul/2013:14:11:03,8840323,/activities/3033/0/solve,200
[26/Jul/2013:14:11:03,9736713,/,200
[26/Jul/2013:14:11:02,10881427,/,200
[26/Jul/2013:14:10:52,21470025,/activities/3023/0/solve,200
[26/Jul/2013:14:11:08,5575786,/settings/,200
[26/Jul/2013:14:11:05,8798868,/,200
[26/Jul/2013:14:11:10,4237284,/settings/,200
[26/Jul/2013:14:11:04,9414013,/,200
[26/Jul/2013:14:11:04,9834510,/,200
[26/Jul/2013:14:11:07,7252033,/activities/3038/0/solve,200
[26/Jul/2013:14:10:52,22069226,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:09,5204458,/settings/,200
[26/Jul/2013:14:10:53,21679002,/settings/,200
[26/Jul/2013:14:11:08,6967332,/,200
[26/Jul/2013:14:11:09,5332895,/,302
[26/Jul/2013:14:10:52,23031783,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:09,7311183,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:17,1175517,/activities/3808/new,302
[26/Jul/2013:14:11:16,1737524,/,200
[26/Jul/2013:14:11:17,1150603,/settings/,200
[26/Jul/2013:14:11:18,611491,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:18,675101,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:16,2874280,/,200
[26/Jul/2013:14:11:17,2790124,/rumba/login?ticket=ST-3694-FgAYq9KB20FTmXNDbKvK-pearson-intl.com,302
[26/Jul/2013:14:11:19,707639,/,200
[26/Jul/2013:14:11:17,2641419,/,200
[26/Jul/2013:14:11:18,2403107,/,200
[26/Jul/2013:14:11:19,2157789,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:20,628560,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:17,4357222,/,200
[26/Jul/2013:14:11:19,2522573,/activities/3825/new,302
[26/Jul/2013:14:11:19,2871499,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:19,3334512,/activities/3014/0/report,200
[26/Jul/2013:14:11:17,4889666,/,200
[26/Jul/2013:14:11:19,3014067,/activities/3049/0/solve,200
[26/Jul/2013:14:11:20,2900312,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:21,2152693,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:21,2432290,/,200
[26/Jul/2013:14:11:20,3637598,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:20,5736869,/,200
[26/Jul/2013:14:11:23,1902027,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:25,787566,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:23,3194212,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:23,3626747,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:23,4088850,/activities/3810/new,302
[26/Jul/2013:14:11:20,7128328,/,200
[26/Jul/2013:14:11:23,3893603,/settings/,200
[26/Jul/2013:14:11:25,3643930,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:27,1898619,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:23,6416988,/activities/3050/0/solve,200
[26/Jul/2013:14:11:23,6829484,/activities/3822/new,302
[26/Jul/2013:14:11:27,2478122,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:23,6840796,/,200
[26/Jul/2013:14:11:26,4528558,/settings/,200
[26/Jul/2013:14:11:23,7204649,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:27,2955022,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:23,7129703,/activities/3798/new,302
[26/Jul/2013:14:11:23,7434787,/,200
[26/Jul/2013:14:11:23,7155904,/,200
[26/Jul/2013:14:11:23,7165906,/,200
[26/Jul/2013:14:11:23,8111225,/activities/3015/submit,302
[26/Jul/2013:14:11:23,7828065,/activities/3022/submit,302
[26/Jul/2013:14:11:30,1677563,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:25,7440365,/,200
[26/Jul/2013:14:11:30,2332298,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:31,1319656,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:23,9267317,/app.php/courses/content/391,200
[26/Jul/2013:14:11:26,6553182,/settings/,200
[26/Jul/2013:14:11:24,9521338,/activities/3837/new,302
[26/Jul/2013:14:11:30,2844538,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:29,4144477,/settings/,200
[26/Jul/2013:14:11:23,10684649,/settings/,200
[26/Jul/2013:14:11:29,5215385,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:32,2001403,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:32,2383769,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:23,11274772,/activities/3018/submit,302
[26/Jul/2013:14:11:32,2015942,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:33,1638447,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:24,11124050,/settings/,200
[26/Jul/2013:14:11:31,4093592,/settings/,200
[26/Jul/2013:14:11:23,12476624,/,200
[26/Jul/2013:14:11:28,7926074,/activities/3824/new,302
[26/Jul/2013:14:11:27,8655836,/settings/,200
[26/Jul/2013:14:11:24,12056575,/activities/3016/0/report,200
[26/Jul/2013:14:11:30,6082176,/activities/3028/submit,302
[26/Jul/2013:14:11:31,5316506,/activities/3053/0/solve,200
[26/Jul/2013:14:11:31,6339070,/activities/3021/0/report,200
[26/Jul/2013:14:11:30,7573720,/activities/3017/0/report,200
[26/Jul/2013:14:11:24,14091404,/activities/3019/submit,302
[26/Jul/2013:14:11:34,3664088,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:34,4365227,/settings/,200
[26/Jul/2013:14:11:37,1257507,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:37,1033700,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:30,7981724,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:35,3876350,/activities/3836/new,302
[26/Jul/2013:14:11:31,8680200,/activities/3051/0/solve,200
[26/Jul/2013:14:11:34,5810719,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:35,5668787,/activities/3057/0/solve,200
[26/Jul/2013:14:11:35,6096672,/settings/,200
[26/Jul/2013:14:11:38,2947668,/settings/,200
[26/Jul/2013:14:11:36,5915332,/activities/3025/submit,302
[26/Jul/2013:14:11:30,11661203,/activities/3026/0/report,200
[26/Jul/2013:14:11:39,3967284,/settings/,200
[26/Jul/2013:14:11:39,3688120,/settings/,200
[26/Jul/2013:14:11:27,16073732,/,200
[26/Jul/2013:14:11:36,6354671,/activities/3032/0/report,200
[26/Jul/2013:14:11:39,4080909,/settings/,200
[26/Jul/2013:14:11:37,6644856,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:41,2401505,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:38,5263778,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:37,6804719,/settings/,200
[26/Jul/2013:14:11:35,8608039,/settings/,200
[26/Jul/2013:14:11:34,9994483,/settings/,200
[26/Jul/2013:14:11:35,8965736,/settings/,200
[26/Jul/2013:14:11:44,724877,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:44,1469149,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:11:39,6444906,/logout_user,302
[26/Jul/2013:14:11:43,2652507,/logout_user,302
[26/Jul/2013:14:11:40,5704637,/activities/3037/0/report,200
[26/Jul/2013:14:11:34,12325500,/settings/,200
[26/Jul/2013:14:11:43,3736318,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:36,10911877,/activities/3022/0/report,200
[26/Jul/2013:14:11:41,5971966,/activities/3039/submit,302
[26/Jul/2013:14:11:33,14464088,/layout_factory/get_css/45,200
[26/Jul/2013:14:11:33,14355467,/activities/3030/submit,302
[26/Jul/2013:14:11:42,5511868,/activities/3040/submit,302
[26/Jul/2013:14:11:36,11400320,/activities/3024/0/report,200
[26/Jul/2013:14:11:33,14235010,/activities/3031/submit,302
[26/Jul/2013:14:11:38,9879461,/activities/3059/0/solve,200
[26/Jul/2013:14:11:43,4678469,/activities/3041/submit,302
[26/Jul/2013:14:11:40,8346605,/settings/,200
[26/Jul/2013:14:11:43,4538304,/activities/3062/0/solve,200
[26/Jul/2013:14:11:43,5015007,/activities/3016/0/report,200
[26/Jul/2013:14:11:44,3733513,/activities/3019/0/report,200
[26/Jul/2013:14:11:40,7925644,/settings/,200
[26/Jul/2013:14:11:37,11031876,/activities/3015/0/report,200
[26/Jul/2013:14:11:38,9934720,/activities/3027/0/report,200
[26/Jul/2013:14:11:44,4581490,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:44,5062973,/activities/3063/0/solve,200
[26/Jul/2013:14:11:44,5667459,/layout_factory/get_css/45,200
[26/Jul/2013:14:11:18,31579325,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:11:44,5641235,/activities/3042/submit,302
[26/Jul/2013:14:11:43,6389613,/activities/3021/0/report,200
[26/Jul/2013:14:11:41,8742912,/settings/,200
[26/Jul/2013:14:11:22,27910822,/,200
[26/Jul/2013:14:11:19,31905414,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:11:53,1478230,/activities/3049/submit,302
[26/Jul/2013:14:11:53,2171287,/rumba/login?ticket=ST-3714-ztdAyItsWps6jFgEq1xt-pearson-intl.com,302
[26/Jul/2013:14:11:53,2028665,/activities/3861/new,302
[26/Jul/2013:14:11:55,690183,/rumba/login,405
[26/Jul/2013:14:11:53,3920263,/,200
[26/Jul/2013:14:11:53,4226034,/activities/3023/0/report,200
[26/Jul/2013:14:11:54,3569504,/settings/,200
[26/Jul/2013:14:11:56,1546326,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:11:53,4957373,/activities/3045/0/report,200
[26/Jul/2013:14:11:56,2512297,/activities/3853/new,302
[26/Jul/2013:14:11:53,5108338,/activities/3033/0/report,200
[26/Jul/2013:14:11:54,4528024,/activities/3071/0/solve,200
[26/Jul/2013:14:11:54,5005323,/activities/3044/0/report,200
[26/Jul/2013:14:11:53,5633459,/activities/3040/0/report,200
[26/Jul/2013:14:11:54,5052973,/activities/3049/0/report,200
[26/Jul/2013:14:11:55,4260929,/activities/3074/0/solve,200
[26/Jul/2013:14:11:53,5915702,/,200
[26/Jul/2013:14:11:56,4691859,/,200
[26/Jul/2013:14:11:55,6393391,/,200
[26/Jul/2013:14:11:54,6890730,/activities/3039/0/report,200
[26/Jul/2013:14:11:55,7046380,/activities/3041/0/report,200
[26/Jul/2013:14:12:00,1713449,/rumba/login,405
[26/Jul/2013:14:11:56,6131558,/,200
[26/Jul/2013:14:11:54,8845453,/,200
[26/Jul/2013:14:11:55,7631279,/activities/3046/0/report,200
[26/Jul/2013:14:12:00,3057161,/logout,302
[26/Jul/2013:14:12:00,3398458,/logout_user,302
[26/Jul/2013:14:12:02,2827200,/logout_user,302
[26/Jul/2013:14:12:00,4243460,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:12:00,5047035,/logout_user,302
[26/Jul/2013:14:12:00,5047263,/logout_user,302
[26/Jul/2013:14:12:00,5814042,/logout_user,302
[26/Jul/2013:14:12:00,5706012,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:12:00,7444287,/,200
[26/Jul/2013:14:12:00,8497243,/,200
[26/Jul/2013:14:12:00,8368892,/,200
[26/Jul/2013:14:12:00,8338876,/activities/3040/0/report,200
[26/Jul/2013:14:12:05,3465821,/rumba/login,405
[26/Jul/2013:14:12:00,9002653,/activities/3052/submit,302
[26/Jul/2013:14:12:00,9092141,/settings/,200
[26/Jul/2013:14:12:00,8997839,/activities/3050/submit,302
[26/Jul/2013:14:12:08,1117523,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:02,7503961,/,200
[26/Jul/2013:14:12:09,1135334,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:04,6859892,/activities/3049/0/report,200
[26/Jul/2013:14:12:00,11147564,/activities/3078/0/solve,200
[26/Jul/2013:14:12:03,8303803,/activities/3041/0/report,200
[26/Jul/2013:14:12:09,2242218,/settings/personal/password?_=1373891277540,200
[26/Jul/2013:14:12:00,12319185,/activities/3077/0/solve,200
[26/Jul/2013:14:12:11,979888,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:00,12706918,/activities/3076/0/solve,200
[26/Jul/2013:14:12:03,9199086,/,200
[26/Jul/2013:14:12:05,8455346,/activities/3046/0/report,200
[26/Jul/2013:14:12:09,3951884,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:09,4412762,/activities/3834/new,302
[26/Jul/2013:14:12:01,12638938,/activities/3054/submit,302
[26/Jul/2013:14:12:00,14419374,/activities/3042/0/report,200
[26/Jul/2013:14:12:13,1628904,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:09,5750155,/settings/,200
[26/Jul/2013:14:12:13,1522632,/rumba/login,405
[26/Jul/2013:14:12:08,7016609,/,200
[26/Jul/2013:14:12:14,2118868,/logout_user,302
[26/Jul/2013:14:12:00,16229586,/,200
[26/Jul/2013:14:12:02,14354712,/activities/3048/0/report,200
[26/Jul/2013:14:12:14,2841478,/rumba/login,405
[26/Jul/2013:14:12:00,16336447,/,200
[26/Jul/2013:14:12:11,6111562,/settings/,200
[26/Jul/2013:14:12:03,14131272,/,200
[26/Jul/2013:14:12:09,8398609,/activities/3850/new,302
[26/Jul/2013:14:12:13,4763199,/courses/user_course/new?_=1373891275488,200
[26/Jul/2013:14:12:15,2373695,/logout_user,302
[26/Jul/2013:14:12:01,17088283,/layout_factory/get_css/45,200
[26/Jul/2013:14:11:56,22262060,/layout_factory/get_css/45,200
[26/Jul/2013:14:12:05,14090824,/layout_factory/get_css/45,200
[26/Jul/2013:14:12:10,9218942,/activities/3056/0/report,200
[26/Jul/2013:14:12:16,3522902,/activities/3860/new,302
[26/Jul/2013:14:12:14,5505917,/settings/,200
[26/Jul/2013:14:12:05,14658428,/activities/3045/0/report,200
[26/Jul/2013:14:12:06,14018149,/activities/3047/0/report,200
[26/Jul/2013:14:12:03,16733649,/,200
[26/Jul/2013:14:12:19,1549740,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:13,7486412,/activities/3061/submit,302
[26/Jul/2013:14:12:17,4266107,/logout,302
[26/Jul/2013:14:12:15,7293642,/activities/3053/0/report,200
[26/Jul/2013:14:12:13,9249350,/activities/3854/new,302
[26/Jul/2013:14:12:15,7775865,/activities/3830/new,302
[26/Jul/2013:14:12:13,9681691,/settings/,200
[26/Jul/2013:14:12:14,8478353,/activities/3083/0/solve,200
[26/Jul/2013:14:12:17,6205219,/settings/,200
[26/Jul/2013:14:12:18,5801846,/settings/,200
[26/Jul/2013:14:12:17,7006843,/settings/,200
[26/Jul/2013:14:12:19,5439945,/settings/,200
[26/Jul/2013:14:12:19,4727108,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:12:16,8731690,/activities/3058/0/report,200
[26/Jul/2013:14:12:22,2562497,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:20,4079909,/js/routing?callback=fos.Router.setData,200
[26/Jul/2013:14:12:17,7095851,/activities/3060/0/report,200
[26/Jul/2013:14:12:11,13924200,/activities/3055/0/report,200
[26/Jul/2013:14:12:17,8688702,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:12:19,6678471,/,200
[26/Jul/2013:14:12:17,9376902,/,200
[26/Jul/2013:14:12:20,6293090,/activities/3057/submit,302
[26/Jul/2013:14:12:20,6164882,/settings/personal/profile?_=1373891275490,200
[26/Jul/2013:14:12:17,9497900,/activities/3051/submit,302
[26/Jul/2013:14:12:22,4972705,/activities/3046/0/report,200
