sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T12_CREATECLASS,6,180,143,185,54,472,0.0,0.29763381120095245,0.7935448341931644
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T13_GOTOMYWORKSPACE,6,3079,1727,4563,1643,5655,0.0,0.28398333964407424,14.325258543165468
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T14_MYCLASSES,6,50961,45846,71585,9130,93628,0.0,0.05433355368607884,108.30216877190321
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T15_CLASSID,6,1096,1083,1132,1042,1138,0.0,0.003993610223642172,0.2256636776990149
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T16_ASSIGNMENTS,6,332,330,339,323,344,0.0,0.004003891782812894,0.08553756960098549
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T17_ASSIGNMENTCLINK,6,361,330,372,294,508,0.0,0.00400565331204106,0.12173952338066457
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T18_POST,6,537,601,641,258,644,0.0,0.003986350735083076,0.02588597579388175
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T19_LOGOUT,6,668,624,725,577,790,0.0,0.003999469403725772,0.03875592608880555
S02_STUDENTREGISTRATIONANDTAKESTEST_T01_HOME,180,415,404,451,302,792,0.0,0.33467575497272395,7.597168689595676
S02_STUDENTREGISTRATIONANDTAKESTEST_T02_ACCESSCODE-NEXT,180,1147,1140,1239,976,2138,0.0,0.33491176005433015,6.499592117014447
S02_STUDENTREGISTRATIONANDTAKESTEST_T03_CREATE,180,291,282,285,270,750,0.0,0.3360710678284768,25.30936771262563
S02_STUDENTREGISTRATIONANDTAKESTEST_T04_LICENCEAGREE-NEXT,180,183,189,224,99,701,0.0,0.3361790265375988,5.182869425731517
S02_STUDENTREGISTRATIONANDTAKESTEST_T05_STUDENTDATA-NEXT,180,229,209,225,194,618,0.0,0.3357319516098347,0.300605049012202
S02_STUDENTREGISTRATIONANDTAKESTEST_T06_OK,180,2253,2208,2493,1951,3015,0.0,0.3315130809536526,7.788152709543893
S02_STUDENTREGISTRATIONANDTAKESTEST_T07_FINISH,180,2344,2327,2511,2080,3561,0.0,0.33030977551780644,6.892291946130146
S02_STUDENTREGISTRATION_T08_LOGOUT,180,1088,1091,1309,564,1452,0.0,0.329760319207989,1.632097103307496
S02_STUDENTCLASSJOIN_T09_LOGINASSTUDENT,180,4528,4338,5301,3619,6659,0.0,0.3324339149079989,14.609274793683202
S02_STUDENTREGISTRATIONANDTAKESTEST_T09_1_SELECT_CLASS,180,10,9,10,7,69,0.0,0.3358146303240611,0.7405047830264361
S02_STUDENTREGISTRATIONANDTAKESTEST_T10_JOINYOURINSTRUCTORÕSCLASS,180,10,9,12,7,51,0.0,0.3358146303240611,0.7602105720975355
S02_STUDENTREGISTRATIONANDTAKESTEST_T11_CONTINUE,180,4610,1428,14087,1172,24789,0.0,0.33538164568047074,2.5634897543236286
S02_STUDENTREGISTRATIONANDTAKESTEST_T12_JOIN,180,3434,2368,3885,1783,26745,0.13333333333333333,0.34703009714914773,14.936780123417398
S02_STUDENTREGISTRATIONANDTAKESTEST_T13_ASSIGNMENTS,180,328,318,379,57,2976,0.13333333333333333,0.34928125679157995,8.286610648663805
S02_STUDENTREGISTRATIONANDTAKESTEST_T14_ASSIGNMENTLINK,180,423,517,566,37,653,0.13333333333333333,0.346327676006611,7.773857557591406
S02_STUDENTREGISTRATIONANDTAKESTEST_T15_SUBMIT,180,486,536,683,27,2068,0.6888888888888889,0.342514628228914,4.65004489558061
S02_STUDENTREGISTRATIONANDTAKESTEST_T16_BACKLIST,180,391,468,524,36,574,0.1388888888888889,0.3390290208841877,5.368667647143304
S02_STUDENTREGISTRATIONANDTAKESTEST_T17_LOGOUT,180,715,663,898,500,2444,0.0,0.33731173788629226,4.654852571931729
S03_INSTRUCTORREGISTRATIONCLASSCREATION_T01_LOGINASINSTRUCTOR,6,3284,3266,3382,3140,3383,0.0,0.3304510657046869,21.977738871371923
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T02_CLASS,6,947,918,937,885,1132,0.0,0.38216560509554137,23.293317078025478
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T03_ASSIGNMENTS,6,280,300,312,143,324,0.0,0.30810311184142963,7.834364088014789
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T04_ASSIGNMENTLINK,60,904,325,1508,231,4969,0.0,0.3122966818477554,5.896206083279115
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T05_STUDENTLINK,60,391,305,675,164,1315,0.0,0.3161822052654876,13.450012252060453
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T06_SAVEANDRELEASETOSTUDENT,60,404,310,674,239,779,0.0,0.31395038537409803,4.55606700126365
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T07_GRADEBOOK,6,2945,2278,3637,2078,3888,0.0,0.19607202379007221,55.44603449437927
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T08_LOGOUT,6,760,653,941,594,955,0.0,0.19944156362185878,2.752189702167265
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T01_HOME,180,990,962,1178,840,1388,0.0,0.33454450835896626,7.96863892076871
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T02_ACCESSCODE-NEXT,180,613,588,873,422,1122,0.0,0.3341154108877075,6.484601514006861
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T03_CREATE,180,308,283,288,271,776,0.0,0.3347504435443377,25.159895641549223
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T04_LICENSEAGREE-NEXT,180,192,190,233,99,688,0.0,0.334495395113394,5.106934577346485
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T05_STUDENTINFO-NEXT,180,234,210,287,196,595,0.0,0.3343444156123982,0.299827055126893
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T06_OK,180,1812,1779,2013,1583,2330,0.0,0.33428542775534764,6.266477050608957
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T07_FINISH,180,2379,2346,2604,2110,2964,0.0,0.33409432596469735,6.909323334284575
S04_STUDENTREGISTRATION_T08_LOGOUT,180,1046,996,1297,562,1931,0.0,0.33048807580662043,1.6356757115591876
S04_STUDENTCLASSJOIN_T09_LOGINASSTUDENT,180,4244,4140,4779,3521,5941,0.0,0.33251129152927483,13.838121625818577
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T10_STUDYONYOUROWN,180,37,10,40,7,334,0.0,0.3362110508836747,0.8281623130059509
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T11_JOIN,180,1022,957,1395,558,2975,0.0,0.33255490851044966,8.538994993085629
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T12_LOGOUT,180,682,636,884,467,2138,0.0,0.33098213431990525,4.6243907285468415
TOTAL,5736,1243,605,2555,7,93628,0.03852859135285914,1.3331182742718863,31.56497186159706
