sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T14_MYCLASSES,20,82221,76655,143678,3890,159830,0.0,0.09173217873097704,287.8875801008251
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T15_CLASSID,20,1028,1049,1114,643,1178,0.0,0.007080300162245078,0.40027792446045457
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T16_ASSIGNMENTS,20,355,342,421,321,443,0.0,0.0070904787633070555,0.15333956619653247
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T17_ASSIGNMENTCLINK,20,357,356,397,294,403,0.0,0.007093705365075773,0.2161044690875828
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T18_POST,20,596,623,653,405,665,0.0,0.0071042178096346695,0.04914085974444708
S01_INSTRUCTORREGISTRATIONCLASSCREATION_T19_LOGOUT,20,658,590,732,538,1209,0.0,0.007093803491711955,0.06881335764084215
S02_STUDENTREGISTRATIONANDTAKESTEST_T01_HOME,200,482,408,750,299,1363,0.0,0.33458132166313687,7.595043378991138
S02_STUDENTREGISTRATIONANDTAKESTEST_T02_ACCESSCODE-NEXT,200,1162,1126,1371,952,2662,0.0,0.3344822799650131,6.491316225923548
S02_STUDENTREGISTRATIONANDTAKESTEST_T03_CREATE,200,315,284,503,271,1168,0.0,0.3348810418818975,25.21974736992802
S02_STUDENTREGISTRATIONANDTAKESTEST_T04_LICENCEAGREE-NEXT,200,203,185,288,99,1329,0.0,0.3343883285097817,5.155262248226488
S02_STUDENTREGISTRATIONANDTAKESTEST_T05_STUDENTDATA-NEXT,200,238,212,377,197,598,0.0,0.3345533378386516,0.3000280214557419
S02_STUDENTREGISTRATIONANDTAKESTEST_T06_OK,200,2348,2275,2709,1071,3537,0.0050,0.33376611673136164,7.857447604977788
S02_STUDENTREGISTRATIONANDTAKESTEST_T07_FINISH,200,2413,2360,2707,858,3229,0.0050,0.33203562742282244,6.914966194622683
S02_STUDENTREGISTRATION_T08_LOGOUT,200,1121,1026,1356,567,3146,0.0,0.33432628239203765,1.6544335243381176
S02_STUDENTCLASSJOIN_T09_LOGINASSTUDENT,200,6290,6038,7586,1885,14981,0.0,0.33160181916757997,14.598564456865235
S02_STUDENTREGISTRATIONANDTAKESTEST_T09_1_SELECT_CLASS,200,17,10,32,8,198,0.0,0.33264807829205173,0.7436877298390316
S02_STUDENTREGISTRATIONANDTAKESTEST_T10_JOINYOURINSTRUCTORÕSCLASS,200,37,12,43,7,3243,0.0050,0.33272998296422485,0.7633228724413065
S02_STUDENTREGISTRATIONANDTAKESTEST_T11_CONTINUE,200,50060,55313,60010,188,60586,0.415,0.302097918998485,2.0135254076622604
S02_STUDENTREGISTRATIONANDTAKESTEST_T12_JOIN,200,56257,59736,63432,533,66210,0.51,0.28784060538636125,10.585624979311458
S02_STUDENTREGISTRATIONANDTAKESTEST_T13_ASSIGNMENTS,200,537,484,985,53,1691,0.51,0.2887873961628819,6.126586537038427
S02_STUDENTREGISTRATIONANDTAKESTEST_T14_ASSIGNMENTLINK,200,754,469,1792,36,2552,0.51,0.2899719017227231,7.501030816129543
S02_STUDENTREGISTRATIONANDTAKESTEST_T15_SUBMIT,200,910,507,2099,38,3315,0.51,0.2898399503794005,4.529224743346724
S02_STUDENTREGISTRATIONANDTAKESTEST_T16_BACKLIST,200,547,472,1244,35,1944,0.51,0.29172975322580175,5.969787874179874
S02_STUDENTREGISTRATIONANDTAKESTEST_T17_LOGOUT,200,878,769,1312,515,3318,0.0,0.2932602919699467,4.0467686473222395
S03_INSTRUCTORREGISTRATIONCLASSCREATION_T01_LOGINASINSTRUCTOR,20,3216,3179,3421,2890,3838,0.0,0.3328396212285111,22.143488460866383
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T02_CLASS,20,1224,1001,2146,823,2573,0.0,0.3492168811440345,21.29974021537951
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T03_ASSIGNMENTS,20,314,311,340,206,382,0.0,0.3953663068833274,10.145045380638912
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T04_ASSIGNMENTLINK,200,1070,898,1687,254,4489,0.0,0.8368130810620832,16.713061305449326
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T05_STUDENTLINK,200,609,542,912,195,4208,0.0,0.8582954252853832,38.0703012683997
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T06_SAVEANDRELEASETOSTUDENT,200,703,636,1007,258,3671,0.0,0.8495202334481602,11.926139956600135
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T07_GRADEBOOK,20,2967,2598,5092,1635,5551,0.0,0.24605693757535496,67.46595283242293
S03_INSTRUCTORGRADESSTUDENTGOESTOGRADEBOOK_T08_LOGOUT,20,706,678,858,544,949,0.0,0.25317737606967444,3.49374889234898
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T01_HOME,200,979,946,1199,834,1389,0.0,0.3343592589930102,7.964413060009964
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T02_ACCESSCODE-NEXT,200,641,600,885,412,1313,0.0,0.33467594165259634,6.495471729923209
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T03_CREATE,200,317,283,428,270,1089,0.0,0.3357304487373178,25.23355298497942
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T04_LICENSEAGREE-NEXT,200,206,189,379,98,811,0.0,0.3353532779106149,5.12003236997515
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T05_STUDENTINFO-NEXT,200,248,212,393,197,911,0.0,0.3349898581820436,0.30036060873100817
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T06_OK,200,1832,1787,2069,1595,2439,0.0,0.33204775510813966,6.224408651483507
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T07_FINISH,200,2411,2362,2672,2130,3559,0.0,0.3314880498558027,6.855237614777737
S04_STUDENTREGISTRATION_T08_LOGOUT,200,1063,1000,1351,571,1976,0.0,0.33101786337899725,1.638297595300043
S04_STUDENTCLASSJOIN_T09_LOGINASSTUDENT,200,4690,4460,5328,3736,11189,0.0,0.3325280612117655,13.838801488852829
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T10_STUDYONYOUROWN,200,29,11,19,8,451,0.0,0.3386908582257002,0.8342544578067396
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T11_JOIN,200,888,796,1100,597,3218,0.0,0.33610959861791734,8.628461850090078
S04_STUDENTREGISTRATIONJOINSELFSTUDYCOURSE_T12_LOGOUT,200,686,649,852,431,1747,0.0,0.336080793822835,4.695647661822902
TOTAL,7120,4257,736,4448,7,159830,0.08370786516853933,1.1970881167819987,37.38880239341124
